Title,Author,Price,Rating,Genre,Number of Pages,Weight,ISBN,Language,Related Genres,URL
Days of my china dragon,Chandrahas Choudhury,Rs. 638,N/A,Lifestyle And Wellness,214 Pages,175g,9789386797407,English,"Fiction and Literature:, Lifestyle and Wellness:, Fiction and Literature:, Lifestyle and Wellness:",https://booksmandala.com/books/days-of-my-china-dragon-34797
One Pot,Unassigned,Rs. 318,N/A,Lifestyle And Wellness,96 Pages,400g,9781907176395,English,"Lifestyle and Wellness:, Lifestyle and Wellness:",https://booksmandala.com/books/one-pot-9174
The Story of V,Catherine Blackledge,Rs. 472,N/A,Lifestyle And Wellness,370 Pages,335g,9780753817766,English,"History, Biography, and Social Science:, History, Biography, and Social Science:, Lifestyle and Wellness:, History, Biography, and Social Science:, History, Biography, and Social Science:, Lifestyle and Wellness:",https://booksmandala.com/books/the-story-of-v-23517
A mind of your own,Kelly Brogan,Rs. 638,N/A,Lifestyle And Wellness,320 Pages,630g,9780008128005,English,"Self Improvement and Relationships:, History, Biography, and Social Science:, Lifestyle and Wellness:, Self Improvement and Relationships:, History, Biography, and Social Science:, Lifestyle and Wellness:",https://booksmandala.com/books/a-mind-of-your-own-43025
A Beginner's Guide to Ayurveda,Rajesh Kotecha and ,Rs. 1200,N/A,Lifestyle And Wellness,480 Pages,990g,9788193095003,English,"Lifestyle and Wellness:, Lifestyle and Wellness:",https://booksmandala.com/books/a-beginners-guide-to-ayurveda-31754
Your 15th Club,Bob Rotella and ,Rs. 798,N/A,Lifestyle And Wellness,191 Pages,160g,9781847392862,English,"Lifestyle and Wellness:, Lifestyle and Wellness:",https://booksmandala.com/books/your-15th-club-43828
A Slender Thread,Stephen Venables and ,Rs. 640,N/A,Lifestyle And Wellness,237 Pages,425g,9781560252986,English,"Lifestyle and Wellness:, Travel:, Lifestyle and Wellness:, Travel:",https://booksmandala.com/books/a-slender-thread-25812
healthy cooking low carb cooking,Paul Morgan,Rs. 695,N/A,Lifestyle And Wellness,127 Pages,555g,9781845092351,English,"Lifestyle and Wellness:, Lifestyle and Wellness:",https://booksmandala.com/books/healthy-cooking-low-carb-cooking-10812
The Map of Heaven,Eben Alexander and ,Rs. 638,N/A,Lifestyle And Wellness,162 Pages,230g,9780349403519,English,"Lifestyle and Wellness, Spirituality and Philosophy, Lifestyle and Wellness, Spirituality and Philosophy",https://booksmandala.com/books/the-map-of-heaven-44025
The Practice of Zen Meditation,"Hugo M. Enomiya Lassalle, ",Rs. 675,N/A,Lifestyle And Wellness,123 Pages,445g,9781855383135,English,"Lifestyle and Wellness:, Lifestyle and Wellness:",https://booksmandala.com/books/the-practice-of-zen-meditation-9015
Aromatherapy in Essence,Nicola Jenkins,Rs. 312,N/A,Lifestyle And Wellness,158 Pages,410g,9780340926062,English,"History, Biography, and Social Science:, Lifestyle and Wellness:, History, Biography, and Social Science:, Lifestyle and Wellness:",https://booksmandala.com/books/aromatherapy-in-essence-10157
Massage in Essence,Nicola Jenkins,Rs. 312,N/A,Lifestyle And Wellness,146 Pages,400g,9780340916780,English,"Lifestyle and Wellness:, Lifestyle and Wellness:",https://booksmandala.com/books/massage-in-essence-10167
Punarnava,Sri Sri Ravi Shankar,Rs. 238,N/A,Lifestyle And Wellness,114 Pages,175g,9789380114330,English,"Lifestyle and Wellness:, Lifestyle and Wellness:",https://booksmandala.com/books/punarnava-9972
The Art of Yoga,B.K.S. Iyengar,Rs. 560,N/A,Lifestyle And Wellness,144 Pages,335g,9788172235253,English,"History, Biography, and Social Science:, Lifestyle and Wellness:, History, Biography, and Social Science:, Lifestyle and Wellness:",https://booksmandala.com/books/the-art-of-yoga-10156
INSATIABLE,Jason Fagone,Rs. 700,N/A,Lifestyle And Wellness,302 Pages,255g,9780224076807,English,"Lifestyle and Wellness:, Lifestyle and Wellness:, Lifestyle and Wellness:, Lifestyle and Wellness:",https://booksmandala.com/books/insatiable-434
conscious flight into empyream,Santosh Sechdeva,Rs. 792,N/A,Lifestyle And Wellness,204 Pages,440g,b834,English,"Lifestyle and Wellness:, Lifestyle and Wellness:",https://booksmandala.com/books/conscious-flight-into-empyream-47766
Dineout Presents Secret Recipes,Unassigned,Rs. 478,N/A,Lifestyle And Wellness,N/A,470g,9789388757041,English,"Lifestyle and Wellness:, Lifestyle and Wellness:",https://booksmandala.com/books/dineout-presents-secret-recipes-32041
Yoga for Back Problem,Nisha Varma,Rs. 632,N/A,Lifestyle And Wellness,96 Pages,560g,9788183850223,English,"Lifestyle and Wellness:, Lifestyle and Wellness:",https://booksmandala.com/books/yoga-for-back-problem-9071
Ayurvedic Massage For Health And Healing,S.V. Govindan,Rs. 1120,N/A,Lifestyle And Wellness,152 Pages,710g,9788170174851,English,"Lifestyle and Wellness:, Lifestyle and Wellness:, Lifestyle and Wellness:, Lifestyle and Wellness:",https://booksmandala.com/books/ayurvedic-massage-for-health-and-healing-3788
Burnout,Emily Nagoski and ,Rs. 958,N/A,Lifestyle And Wellness,273 Pages,330g,9781785042089,English,"Self Improvement and Relationships:, Self Improvement and Relationships:, History, Biography, and Social Science:, Self Improvement and Relationships:, Self Improvement and Relationships:, History, Biography, and Social Science:",https://booksmandala.com/books/burnout-34617
God & Self Realization,Dharam Vir Mangla,Rs. 472,N/A,Lifestyle And Wellness,320 Pages,445g,9788188043644,English,"Lifestyle and Wellness:, Lifestyle and Wellness:",https://booksmandala.com/books/god-self-realization-10478
Impossible... Possible....,Dr Biswaroop Roy Chowdhury,Rs. 320,N/A,Lifestyle And Wellness,190 Pages,264g,9788128803345,English,"Lifestyle and Wellness:, Lifestyle and Wellness:",https://booksmandala.com/books/impossible-possible-69957
The Everest Years,Chris Bonington,Rs. 1011,N/A,Lifestyle And Wellness,230 Pages,410g,9780297842736,English,"Fiction and Literature:, Lifestyle and Wellness:, Travel:, Fiction and Literature:, Lifestyle and Wellness:, Travel:",https://booksmandala.com/books/the-everest-years-25657
Lillian Too's Book of gold,Rider,Rs. 500,N/A,Lifestyle And Wellness,371 Pages,460g,9780712602143,English,"Self Improvement and Relationships:, Lifestyle and Wellness:, Self Improvement and Relationships:, Lifestyle and Wellness:",https://booksmandala.com/books/lillian-toos-book-of-gold-5856
200 Sensational Step-By-Step Desserts,Rosemary Wilkinson,Rs. 720,N/A,Lifestyle And Wellness,256 Pages,675g,9781843091356,English,"Lifestyle and Wellness:, Lifestyle and Wellness:",https://booksmandala.com/books/200-sensational-step-by-step-desserts-34481
Ayurvedic Tongue Diagnosis,Walter 'Shantree' Kacera,Rs. 792,N/A,Lifestyle And Wellness,480 Pages,620g,9788120832312,English,"Lifestyle and Wellness:, Lifestyle and Wellness:",https://booksmandala.com/books/ayurvedic-tongue-diagnosis-31776
Lust auf apdel,Unassigned,Rs. 400,N/A,Lifestyle And Wellness,95 Pages,610g,b1122,English,"Lifestyle and Wellness:, Lifestyle and Wellness:",https://booksmandala.com/books/lust-auf-apdel-47741
Grandma's recipes,Igloo Books,Rs. 400,N/A,Lifestyle And Wellness,224 Pages,330g,9781783435302,English,"Lifestyle and Wellness:, Lifestyle and Wellness:",https://booksmandala.com/books/grandmas-recipes-10284
Running in Her Shadow,Robert Rigby,Rs. 150,N/A,Lifestyle And Wellness,125 Pages,180g,9781847327635,English,"History, Biography, and Social Science:, Lifestyle and Wellness:, History, Biography, and Social Science:, Lifestyle and Wellness:",https://booksmandala.com/books/running-in-her-shadow-13101
The Golden Collection 5,Swami Satyananda Saraswati,Rs. 798,N/A,Lifestyle And Wellness,190 Pages,320g,9789381620540,English,"Lifestyle and Wellness:, Lifestyle and Wellness:",https://booksmandala.com/books/the-golden-collection-5-17982
Karma Yoga: Yoga of Action,O. R. Krishnaswami,Rs. 1112,N/A,Lifestyle And Wellness,363 Pages,460g,9789381406540,English,"Self Improvement and Relationships:, Lifestyle and Wellness:, Spirituality and Philosophy:, Self Improvement and Relationships:, Lifestyle and Wellness:, Spirituality and Philosophy:",https://booksmandala.com/books/karma-yoga-yoga-of-action-3764
"My Hero Academia: Vigilantes, Vol. 5",Hideyu Furuhashi,Rs. 1118,N/A,Manga And Graphic Novels,192 Pages,189g,9781974707720,English,"Manga and Graphic Novels:, Manga and Graphic Novels:, Manga and Graphic Novels:, Manga and Graphic Novels:",https://booksmandala.com/books/my-hero-academia-vigilantes-vol-5-19731
Asterix and Actress,Albert Uderzo,Rs. 798,N/A,Manga And Graphic Novels,48 Pages,245g,9780752846583,English,"Kids and Teens:, Manga and Graphic Novels:, Kids and Teens:, Manga and Graphic Novels:",https://booksmandala.com/books/asterix-and-actress-1852
Goldilock and the three bears,Unassigned,Rs. 72,N/A,Manga And Graphic Novels,16 Pages,100g,9788182753075,English,"Kids and Teens:, Manga and Graphic Novels:, Kids and Teens:, Manga and Graphic Novels:",https://booksmandala.com/books/goldilock-and-the-three-bears-1533
"Pokémon X•Y, Vol. 7",Hidenori Kusaka,Rs. 360,N/A,Manga And Graphic Novels,96 Pages,115g,9781421582221,English,"Fiction and Literature:, Manga and Graphic Novels:, Manga and Graphic Novels:, Fiction and Literature:, Manga and Graphic Novels:, Manga and Graphic Novels:",https://booksmandala.com/books/pokemon-xy-vol-7-28259
Naruto: The Seventh Hokage and the Scarlet Spring,Masashi Kishimoto,Rs. 1118,N/A,Manga And Graphic Novels,216 Pages,225g,9781421584935,English,"Manga and Graphic Novels:, Manga and Graphic Novels:",https://booksmandala.com/books/naruto-the-seventh-hokage-and-the-scarlet-spring-19804
Asterix and the Normans,"René Goscinny, ",Rs. 798,N/A,Manga And Graphic Novels,48 Pages,245g,9780752866239,English,"Kids and Teens:, Manga and Graphic Novels:, Kids and Teens:, Manga and Graphic Novels:",https://booksmandala.com/books/asterix-and-the-normans-1493
Ashoka,Unassigned,Rs. 80,N/A,Manga And Graphic Novels,16 Pages,110g,9788182524989,English,"Kids and Teens:, Kids and Teens:, Manga and Graphic Novels:, Kids and Teens:, Kids and Teens:, Manga and Graphic Novels:",https://booksmandala.com/books/ashoka-10066
"Tokyo Ghoul,Vol. 6",Sui Ishida,Rs. 1438,N/A,Manga And Graphic Novels,200 Pages,255g,9781421580418,English,"Manga and Graphic Novels:, Manga and Graphic Novels:, Manga and Graphic Novels:, Manga and Graphic Novels:",https://booksmandala.com/books/tokyo-ghoulvol-6-68254
Hitopadesha Tales,Om Books,Rs. 400,N/A,Manga And Graphic Novels,80 Pages,600g,9789381607640,English,"Manga and Graphic Novels:, Manga and Graphic Novels:",https://booksmandala.com/books/hitopadesha-tales-28656
Tokyo Ghoul : Void,Shin Towada,Rs. 1438,N/A,Manga And Graphic Novels,280 Pages,230g,9781421590585,English,"Manga and Graphic Novels:, Manga and Graphic Novels:",https://booksmandala.com/books/tokyo-ghoul-void-33295
"Tokyo Ghoul, Vol.9",Sui Ishida,Rs. 1438,N/A,Manga And Graphic Novels,200 Pages,245g,9781421580449,English,"Manga and Graphic Novels:, Manga and Graphic Novels:, Manga and Graphic Novels:, Manga and Graphic Novels:",https://booksmandala.com/books/tokyo-ghoul-vol9-68249
Asterix and the Chieftain's Daughter,Jean-Yves Ferri,Rs. 798,N/A,Manga And Graphic Novels,48 Pages,245g,9781510107144,English,"Kids and Teens:, Manga and Graphic Novels:, Kids and Teens:, Manga and Graphic Novels:",https://booksmandala.com/books/asterix-and-the-chieftains-daughter-40577
Essential Classics: The Call of the Wild,Pauline Francis,Rs. 280,N/A,Manga And Graphic Novels,56 Pages,95g,9789352755844,English,"Kids and Teens:, Manga and Graphic Novels:, Kids and Teens:, Manga and Graphic Novels:",https://booksmandala.com/books/essential-classics-the-call-of-the-wild-4674
Asterix and Obelix: All At Sea,René Goscinny and ,Rs. 798,N/A,Manga And Graphic Novels,48 Pages,245g,9780752847788,English,"Kids and Teens:, Manga and Graphic Novels:, Kids and Teens:, Manga and Graphic Novels:",https://booksmandala.com/books/asterix-and-obelix-all-at-sea-40585
feel the magic with art attack,Disney,Rs. 240,N/A,Manga And Graphic Novels,N/A,145g,9788128636899,English,"Kids and Teens:, Manga and Graphic Novels:, Kids and Teens:, Manga and Graphic Novels:",https://booksmandala.com/books/feel-the-magic-with-art-attack-28138
Confessions of a Vicar's Wife,Jane Grayshon,Rs. 250,N/A,Manga And Graphic Novels,173 Pages,210g,9781854241542,English,"Manga and Graphic Novels:, Manga and Graphic Novels:",https://booksmandala.com/books/confessions-of-a-vicars-wife-12943
Akbar & Birbal II,Unassigned,Rs. 80,N/A,Manga And Graphic Novels,16 Pages,110g,9788182524743,English,"Kids and Teens:, Kids and Teens:, Manga and Graphic Novels:, Kids and Teens:, Kids and Teens:, Manga and Graphic Novels:",https://booksmandala.com/books/akbar-birbal-ii-10150
Asterix in Spain,"René Goscinny, ",Rs. 798,N/A,Manga And Graphic Novels,48 Pages,245g,9780752866314,English,"Kids and Teens:, Manga and Graphic Novels:, Kids and Teens:, Manga and Graphic Novels:",https://booksmandala.com/books/asterix-in-spain-1877
Mahavira,Unassigned,Rs. 80,N/A,Manga And Graphic Novels,16 Pages,110g,9788182524880,English,"Kids and Teens:, Manga and Graphic Novels:, Manga and Graphic Novels:, Kids and Teens:, Manga and Graphic Novels:, Manga and Graphic Novels:",https://booksmandala.com/books/mahavira-10131
Krishna,Unassigned,Rs. 80,N/A,Manga And Graphic Novels,16 Pages,110g,9788182524606,English,"Kids and Teens:, Kids and Teens:, Manga and Graphic Novels:, Kids and Teens:, Kids and Teens:, Manga and Graphic Novels:",https://booksmandala.com/books/krishna-10122
"Jujutsu Kaisen, Vol. 3",Gege Akutami,Rs. 1118,N/A,Manga And Graphic Novels,192 Pages,200g,9781974710041,English,"Fiction and Literature:, Fiction and Literature:, Manga and Graphic Novels:, Fiction and Literature:, Fiction and Literature:, Manga and Graphic Novels:",https://booksmandala.com/books/jujutsu-kaisen-vol-3-19746
Raman of tenali 2,Wilco Picture Library,Rs. 80,N/A,Manga And Graphic Novels,16 Pages,110g,9788182524729,English,"Kids and Teens:, Kids and Teens:, Manga and Graphic Novels:, Kids and Teens:, Kids and Teens:, Manga and Graphic Novels:",https://booksmandala.com/books/raman-of-tenali-2-10050
"Tokyo Ghoul,Vol.4",Sui Ishida,Rs. 1438,N/A,Manga And Graphic Novels,192 Pages,245g,9781421580395,English,"Manga and Graphic Novels:, Manga and Graphic Novels:, Manga and Graphic Novels:, Manga and Graphic Novels:",https://booksmandala.com/books/tokyo-ghoulvol4-68258
Vikramadiya,Unassigned,Rs. 80,N/A,Manga And Graphic Novels,N/A,110g,9788182525740,English,"Kids and Teens:, Manga and Graphic Novels:, Manga and Graphic Novels:, Kids and Teens:, Manga and Graphic Novels:, Manga and Graphic Novels:",https://booksmandala.com/books/vikramadiya-643
Asterix and the Banquet,"René Goscinny, ",Rs. 798,N/A,Manga And Graphic Novels,48 Pages,245g,9780752866093,English,"Kids and Teens:, Manga and Graphic Novels:, Kids and Teens:, Manga and Graphic Novels:",https://booksmandala.com/books/asterix-and-the-banquet-1542
